order_id,hub_id,commodity_id,weight_kg,arrival_ts,ready_ts,deadline_ts,destination_node_id,priority_level,status
ORD_2024_000001,HUB_LONGXUYEN,COM_RICE,7651.619875,2024-01-01T06:01:00+07:00,2024-01-01T06:40:29+07:00,2024-01-04T10:38:14+07:00,HCM_MARKET,1,ready
ORD_2024_000002,HUB_SOCTRANG,COM_RICE,10226.591029,2024-01-01T06:20:00+07:00,2024-01-01T07:10:21+07:00,2024-01-04T06:12:35+07:00,HCM_MARKET,1,ready
ORD_2024_000003,HUB_LONGXUYEN,COM_RICE,4346.445800,2024-01-01T06:29:00+07:00,2024-01-01T06:31:54+07:00,2024-01-04T16:30:17+07:00,HCM_MARKET,1,ready
ORD_2024_000004,HUB_LONGXUYEN,COM_PANGASIUS,3084.660780,2024-01-01T07:37:00+07:00,2024-01-01T07:58:36+07:00,2024-01-01T20:01:23+07:00,HCM_MARKET,5,ready
ORD_2024_000005,HUB_VITHANH,COM_RICE,7242.577663,2024-01-01T07:53:00+07:00,2024-01-01T09:43:30+07:00,2024-01-05T00:15:32+07:00,HCM_MARKET,1,ready
ORD_2024_000006,HUB_VITHANH,COM_RICE,2670.686487,2024-01-01T08:14:00+07:00,2024-01-01T09:17:14+07:00,2024-01-05T16:47:21+07:00,HCM_MARKET,1,new
ORD_2024_000007,HUB_LONGXUYEN,COM_VEGETABLE,1795.072141,2024-01-01T08:59:00+07:00,2024-01-01T10:51:52+07:00,2024-01-02T03:57:45+07:00,HCM_MARKET,4,ready
ORD_2024_000008,HUB_VITHANH,COM_VEGETABLE,1848.022062,2024-01-01T09:01:00+07:00,2024-01-01T09:58:02+07:00,2024-01-02T01:32:43+07:00,HCM_MARKET,4,ready
ORD_2024_000009,HUB_SOCTRANG,COM_VEGETABLE,1951.703031,2024-01-01T09:04:00+07:00,2024-01-01T09:34:26+07:00,2024-01-02T00:19:59+07:00,HCM_MARKET,4,ready
ORD_2024_000010,HUB_SOCTRANG,COM_PURPLE_ONION,3053.087374,2024-01-01T09:37:00+07:00,2024-01-01T12:22:08+07:00,2024-01-03T04:19:34+07:00,HCM_MARKET,2,ready
ORD_2024_000011,HUB_VINHLONG,COM_ORANGE,5014.550541,2024-01-01T09:39:00+07:00,2024-01-01T10:10:48+07:00,2024-01-02T13:33:05+07:00,HCM_MARKET,3,new
ORD_2024_000012,HUB_LONGXUYEN,COM_RICE,5036.740892,2024-01-01T10:31:00+07:00,2024-01-01T11:30:20+07:00,2024-01-04T16:48:23+07:00,HCM_MARKET,1,ready
ORD_2024_000013,HUB_VINHLONG,COM_POMELO,7764.319780,2024-01-01T10:35:00+07:00,2024-01-01T11:01:54+07:00,2024-01-02T19:06:16+07:00,HCM_MARKET,3,new
ORD_2024_000014,HUB_VITHANH,COM_SUGARCANE,21172.764296,2024-01-01T10:39:00+07:00,2024-01-01T10:59:02+07:00,2024-01-03T20:33:20+07:00,HCM_MARKET,2,ready
ORD_2024_000015,HUB_VINHLONG,COM_POMELO,4544.018763,2024-01-01T10:49:00+07:00,2024-01-01T11:41:28+07:00,2024-01-02T16:10:09+07:00,HCM_MARKET,3,ready
ORD_2024_000016,HUB_SOCTRANG,COM_PURPLE_ONION,2801.182205,2024-01-01T10:53:00+07:00,2024-01-01T13:25:29+07:00,2024-01-03T06:48:37+07:00,HCM_MARKET,2,ready
ORD_2024_000017,HUB_SOCTRANG,COM_SHRIMP,3679.432189,2024-01-01T12:48:00+07:00,2024-01-01T14:25:43+07:00,2024-01-01T21:49:04+07:00,HCM_MARKET,5,ready
ORD_2024_000018,HUB_SOCTRANG,COM_PURPLE_ONION,4734.643728,2024-01-01T13:08:00+07:00,2024-01-01T14:17:48+07:00,2024-01-04T05:40:00+07:00,HCM_MARKET,2,ready
ORD_2024_000019,HUB_LONGXUYEN,COM_SWEET_POTATO,2254.994580,2024-01-01T13:28:00+07:00,2024-01-01T15:10:01+07:00,2024-01-04T04:35:00+07:00,HCM_MARKET,2,ready
ORD_2024_000020,HUB_VINHLONG,COM_VEGETABLE,2203.187891,2024-01-01T14:19:00+07:00,2024-01-01T14:31:51+07:00,2024-01-02T11:17:20+07:00,HCM_MARKET,4,ready
ORD_2024_000021,HUB_VINHLONG,COM_SWEET_POTATO,6820.538833,2024-01-01T14:39:00+07:00,2024-01-01T18:26:08+07:00,2024-01-03T16:44:40+07:00,HCM_MARKET,2,ready
ORD_2024_000022,HUB_VINHLONG,COM_POMELO,2795.886551,2024-01-01T14:45:00+07:00,2024-01-01T15:28:16+07:00,2024-01-03T08:44:43+07:00,HCM_MARKET,3,ready
ORD_2024_000023,HUB_LONGXUYEN,COM_SWEET_POTATO,5261.142259,2024-01-01T14:47:00+07:00,2024-01-01T15:42:15+07:00,2024-01-03T22:38:55+07:00,HCM_MARKET,2,cancelled
