ts,mode,leg_id,vehicle_type,fuel_type,fuel_price_vnd_per_liter,fuel_cost_factor,rate_vnd_per_ton_km,fixed_fee_vnd,demand_idx,rate_type
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1587.080488,280800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1343.243569,252720.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,1034.039119,464400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,979.127956,417960.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,2240.320728,734400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1743.692505,660960.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1651.693753,275600.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1347.672454,248040.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,788.053609,455800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,943.339320,410220.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1641.416413,720800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_LX_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1798.226198,648720.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1475.514441,280800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1372.891095,252720.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,1077.776495,464400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,943.783301,417960.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,2042.167342,734400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_ST_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1789.340695,660960.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1431.685502,249600.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1169.556052,224640.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,960.682246,412800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,858.404781,371520.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1723.572925,652800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VL_HCM_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1566.330272,587520.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1313.385437,254800.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1210.672979,229320.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,979.349090,421400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,847.437225,379260.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1871.401612,666400.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_VT_CT_ROAD,reefer_8t,diesel_005s,21745.000000,1.000000,1644.822366,599760.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_LX_CT_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1366.124529,260000.000000,0.940160,spot
2026-10-15T00:00:00+07:00,road,LEG_LX_CT_ROAD,truck_5t,diesel_005s,21745.000000,1.000000,1320.267263,234000.000000,0.940160,contract
2026-10-15T00:00:00+07:00,road,LEG_LX_CT_ROAD,truck_15t,diesel_005s,21745.000000,1.000000,984.961252,430000.000000,0.940160,spot
