ts,node_id,rainfall_mm,river_level_m,flood_risk_idx,road_factor,water_factor,alert_level
2026-01-01T00:00:00+07:00,HUB_VITHANH,0.397661,2.138120,0.002814,1.005047,1.000000,none
2026-01-01T00:00:00+07:00,HUB_LONGXUYEN,0.310115,2.498123,0.002195,1.003936,1.000000,none
2026-01-01T00:00:00+07:00,HUB_SOCTRANG,0.013059,1.967457,0.000092,1.000166,1.000000,none
2026-01-01T00:00:00+07:00,HUB_VINHLONG,0.257065,2.273208,0.001819,1.003263,1.000000,none
2026-01-01T00:00:00+07:00,CT_HUB,0.000000,2.304205,0.000000,1.000000,1.000000,none
2026-01-01T00:00:00+07:00,HCM_MARKET,0.003279,,0.000050,1.000076,1.000000,none
2026-01-01T01:00:00+07:00,HUB_VITHANH,0.000000,2.191397,0.000000,1.000000,1.000000,none
2026-01-01T01:00:00+07:00,HUB_LONGXUYEN,0.000000,2.458395,0.000000,1.000000,1.000000,none
2026-01-01T01:00:00+07:00,HUB_SOCTRANG,0.000000,1.998059,0.000000,1.000000,1.000000,none
2026-01-01T01:00:00+07:00,HUB_VINHLONG,0.000000,2.257416,0.000000,1.000000,1.000000,none
